country,year,GDP,life_expectancy,pop,decade,region
Northern Cyprus,1945,NA,NA,NA,1940,Europe & Central Asia
Northern Mariana Islands,1945,NA,NA,6599,1940,East Asia & Pacific
Norway,1945,8308,68.1,2971546,1940,Europe & Central Asia
Oman,1945,2757,33.895,450735,1940,Middle East & North Africa
Pakistan,1945,1309,34.3482083333333,27847671,1940,South Asia
Palau,1945,6874,NA,7071,1940,East Asia & Pacific
Panama,1945,3493,50.705,690917,1940,America
Papua New Guinea,1945,929,33.3945,1600972,1940,East Asia & Pacific
Paraguay,1945,3230,56.7422777777778,1128833,1940,America
Peru,1945,3898,38.779,6506528,1940,America
Philippines,1945,1289,31.634,14552395,1940,East Asia & Pacific
Pitcairn,1945,NA,NA,NA,1940,East Asia & Pacific
Poland,1945,1875,34.365,30041062,1940,Europe & Central Asia
Portugal,1945,3337,53.925,7693201,1940,Europe & Central Asia
Puerto Rico,1945,4598,53.4645,1894568,1940,America
Qatar,1945,1073,42.9315,22179,1940,Middle East & North Africa
Reunion,1945,NA,33,227203,1940,Sub-Saharan Africa
Romania,1945,2769,45.3345,15715805,1940,Europe & Central Asia
Russia,1945,5140,33.82,93588981,1940,Europe & Central Asia
Rwanda,1945,521,38.205,2041133,1940,Sub-Saharan Africa
St. Barthélemy,1945,NA,NA,NA,1940,NA
St. Helena,1945,NA,NA,4651,1940,NA
St. Kitts and Nevis,1945,3196,NA,42774,1940,NA
St. Lucia,1945,1375,48.6115689655173,65788,1940,NA
St. Martin,1945,NA,NA,NA,1940,NA
St. Vincent and the Grenadines,1945,2071,44.9975689655173,56034,1940,NA
St.-Pierre-et-Miquelon,1945,NA,NA,4254,1940,NA
Samoa,1945,2808,43.804,61296,1940,East Asia & Pacific
San Marino,1945,6343,NA,11960,1940,Europe & Central Asia
Sao Tome and Principe,1945,1176,41.8178333333333,56089,1940,Sub-Saharan Africa
Saudi Arabia,1945,1145,37.554,2974999,1940,Middle East & North Africa
Senegal,1945,1568,32.5865,2305918,1940,Sub-Saharan Africa
Serbia,1945,3942,43.3238545102737,6151086,1940,Europe & Central Asia
Serbia and Montenegro,1945,NA,NA,NA,1940,Europe & Central Asia
Serbia excluding Kosovo,1945,NA,NA,NA,1940,Europe & Central Asia
Seychelles,1945,4023,56.645375,31073,1940,Sub-Saharan Africa
Sierra Leone,1945,1082,31.3995,1814210,1940,Sub-Saharan Africa
Singapore,1945,5160,35.006,748657,1940,East Asia & Pacific
Slovak Republic,1945,5172,40.58,3299197,1940,Europe & Central Asia
Slovenia,1945,4436,47.7804090909091,1349369,1940,Europe & Central Asia
Solomon Islands,1945,865,36.2235,83859,1940,East Asia & Pacific
Somalia,1945,963,34.471,2115192,1940,Sub-Saharan Africa
Somaliland,1945,NA,NA,NA,1940,Sub-Saharan Africa
South Africa,1945,6789,43.37275,11021715,1940,Sub-Saharan Africa
South Ossetia,1945,NA,NA,NA,1940,Europe & Central Asia
Spain,1945,3760,57.62,25828302,1940,Europe & Central Asia
Sri Lanka,1945,1596,43.6281938505659,6175921,1940,South Asia
Sudan,1945,1614,39.5415,5454648,1940,Sub-Saharan Africa
Suriname,1945,5107,51.0764,197548,1940,America
Svalbard,1945,NA,NA,NA,1940,Europe & Central Asia
Swaziland,1945,1271,35.4275,172622,1940,Sub-Saharan Africa
Sweden,1945,9088,68.24,6353381,1940,Europe & Central Asia
Switzerland,1945,17496,65.35,4219596,1940,Europe & Central Asia
Syria,1945,1679,43.6606666666667,2942179,1940,Middle East & North Africa
Taiwan,1945,823,41.875,NA,1940,East Asia & Pacific
Tajikistan,1945,1708,38.7365,1388192,1940,Europe & Central Asia
Tanzania,1945,906,35.693,6409572,1940,Sub-Saharan Africa
Thailand,1945,1188,41.5238333333333,15865398,1940,East Asia & Pacific
Timor-Leste,1945,684,18.991,449273,1940,East Asia & Pacific
Togo,1945,1041,34.016,1272646,1940,Sub-Saharan Africa
Tokelau,1945,NA,NA,1189,1940,East Asia & Pacific
Tonga,1945,1308,52.7936,34868,1940,East Asia & Pacific
Transnistria,1945,NA,NA,NA,1940,Europe & Central Asia
Trinidad and Tobago,1945,4349,54.2228333333333,487372,1940,America
Tunisia,1945,1653,30.4335,3034920,1940,Middle East & North Africa
Turkey,1945,2154,37.3505,17777172,1940,Europe & Central Asia
Turkmenistan,1945,3426,35.016,1102907,1940,Europe & Central Asia
Turks and Caicos Islands,1945,1742,NA,5985,1940,America
Tuvalu,1945,1351,NA,4877,1940,East Asia & Pacific
Uganda,1945,810,30.7375,4226918,1940,Sub-Saharan Africa
Ukraine,1945,2723,34.915,33942864,1940,Europe & Central Asia
United Arab Emirates,1945,1182,32.493,64713,1940,Middle East & North Africa
United Kingdom,1945,10881,65.75,48235963,1940,Europe & Central Asia
United States,1945,18828,65.52,134354133,1940,America
Uruguay,1945,6893,59.1147000000001,1973524,1940,America
USSR,1945,NA,NA,NA,1940,Europe & Central Asia
Uzbekistan,1945,1195,40.318,6307794,1940,Europe & Central Asia
Wallis et Futuna,1945,NA,NA,6653,1940,East Asia & Pacific
Vanuatu,1945,1214,39.4228125,45428,1940,East Asia & Pacific
Venezuela,1945,7526,47.4126111111111,4082981,1940,America
West Bank and Gaza,1945,1828,44.2793333333333,709412,1940,Middle East & North Africa
West Germany,1945,NA,NA,NA,1940,Europe & Central Asia
Western Sahara,1945,NA,34.753,11578,1940,Middle East & North Africa
Vietnam,1945,984,15.703,22322198,1940,East Asia & Pacific
Virgin Islands (U.S.),1945,NA,53.2650689655173,24855,1940,America
North Yemen (former),1945,NA,NA,NA,1940,NA
South Yemen (former),1945,NA,NA,NA,1940,NA
Yemen,1945,1336,24.149,4077913,1940,NA
Yugoslavia,1945,NA,NA,NA,1940,Europe & Central Asia
Zambia,1945,2265,37.128,1734228,1940,Sub-Saharan Africa
Zimbabwe,1945,1350,42.1865,2537898,1940,Sub-Saharan Africa
Åland,1945,NA,NA,NA,1940,Europe & Central Asia
South Sudan,1945,1686,32.9185,2457116,1940,Sub-Saharan Africa
Abkhazia,1946,NA,NA,NA,1940,Europe & Central Asia
Afghanistan,1946,1010,29.3862266666667,7034081,1940,South Asia
Akrotiri and Dhekelia,1946,NA,NA,NA,1940,Europe & Central Asia
Albania,1946,1851,49.87104,1123210,1940,Europe & Central Asia
Algeria,1946,3789,35.24168,7797418,1940,Middle East & North Africa
American Samoa,1946,NA,NA,13135,1940,East Asia & Pacific
Andorra,1946,6524,NA,5667,1940,Europe & Central Asia
Angola,1946,2765,33.86476,3920011,1940,Sub-Saharan Africa
Anguilla,1946,NA,NA,4725,1940,America
Antigua and Barbuda,1946,3210,54.6946951724139,38495,1940,America
Argentina,1946,7289,61.70212,14200813,1940,America
Armenia,1946,1268,53.86064,1230298,1940,Europe & Central Asia
Aruba,1946,3530,55.1086551724139,36127,1940,America
Australia,1946,10744,68.0788,7052012,1940,East Asia & Pacific
Austria,1946,3675,56.0988,6700724,1940,Europe & Central Asia
Azerbaijan,1946,2444,49.7628,2629623,1940,Europe & Central Asia
Bahamas,1946,8932,54.3902951724139,66812,1940,America
Bahrain,1946,10487,39.0729333333333,105272,1940,Middle East & North Africa
Bangladesh,1946,1072,41.5024,37445667,1940,South Asia
Barbados,1946,2821,54.7043751724139,184312,1940,America
Belarus,1946,1905,57.2456,7097374,1940,Europe & Central Asia
Belgium,1946,8351,61.9356,8330676,1940,Europe & Central Asia
Belize,1946,1760,51.95418,55768,1940,America
Benin,1946,1210,34.1237333333333,2051937,1940,Sub-Saharan Africa
Bermuda,1946,9997,NA,31550,1940,America
Bhutan,1946,838,35.11856,166757,1940,South Asia
Bolivia,1946,2843,39.5172,2945272,1940,America
Bosnia and Herzegovina,1946,1144,41.21788,2427124,1940,Europe & Central Asia
Botswana,1946,809,39.43912,282215,1940,Sub-Saharan Africa
Brazil,1946,2662,44.9062,41545129,1940,America
British Virgin Islands,1946,NA,NA,6184,1940,America
Brunei,1946,29461,54.3223415384615,35616,1940,East Asia & Pacific
Bulgaria,1946,1956,53.4076,6672496,1940,Europe & Central Asia
Burkina Faso,1946,526,32.323,3980754,1940,Sub-Saharan Africa
Burundi,1946,500,33.33604,2128589,1940,Sub-Saharan Africa
Cambodia,1946,1097,38.03576,4013581,1940,East Asia & Pacific
Cameroon,1946,1382,33.74424,3557999,1940,Sub-Saharan Africa
Canada,1946,11437,66.504,11655920,1940,America
Cape Verde,1946,785,48.48064,162140,1940,Sub-Saharan Africa
Cayman Islands,1946,8417,NA,6526,1940,America
Central African Republic,1946,1143,33.40704,959880,1940,NA
Chad,1946,1145,37.17088,1727303,1940,Sub-Saharan Africa
Channel Islands,1946,NA,NA,95788,1940,Europe & Central Asia
Chile,1946,5254,48.04352,5108117,1940,America
China,1946,570,37.121584,509858820,1940,East Asia & Pacific
Christmas Island,1946,NA,NA,NA,1940,East Asia & Pacific
Cocos Island,1946,NA,NA,NA,1940,East Asia & Pacific
Colombia,1946,2960,46.7337066666667,9442173,1940,America
Comoros,1946,805,35.30316,143644,1940,Sub-Saharan Africa
"Congo, Dem. Rep.",1946,1449,38.39236,11350117,1940,Sub-Saharan Africa
"Congo, Rep.",1946,1680,33.6062,747928,1940,Sub-Saharan Africa
Cook Is,1946,NA,NA,12821,1940,NA
Costa Rica,1946,2633,54.40856,726617,1940,America
Cote d'Ivoire,1946,1962,35.42416,2438775,1940,Sub-Saharan Africa
Croatia,1946,4168,49.38188,3528895,1940,Europe & Central Asia
Cuba,1946,7720,53.788048,4672303,1940,America
Cyprus,1946,3593,58.1547657142857,407453,1940,Europe & Central Asia
Czech Republic,1946,7059,58.0884,8567195,1940,NA
Czechoslovakia,1946,NA,NA,NA,1940,Europe & Central Asia
Denmark,1946,10047,67.1984,3832859,1940,Europe & Central Asia
Djibouti,1946,2806,37.1638,57116,1940,Middle East & North Africa
Dominica,1946,2028,NA,45150,1940,America
Dominican Republic,1946,1923,44.3862666666666,1718123,1940,NA
East Germany,1946,NA,NA,NA,1940,Europe & Central Asia
Ecuador,1946,2783,44.49768,2583081,1940,America
Egypt,1946,1663,34.15092,17849440,1940,Middle East & North Africa
El Salvador,1946,2532,42.11784,1785176,1940,America
Equatorial Guinea,1946,481,34.38484,170989,1940,Sub-Saharan Africa
Eritrea,1946,777,34.14932,999101,1940,Sub-Saharan Africa
Eritrea and Ethiopia,1946,NA,NA,NA,1940,Sub-Saharan Africa
Estonia,1946,3313,54.2132,1003658,1940,Europe & Central Asia
Ethiopia,1946,575,31.38252,15717976,1940,Sub-Saharan Africa
Faeroe Islands,1946,NA,NA,29649,1940,Europe & Central Asia
Falkland Is (Malvinas),1946,NA,NA,1676,1940,NA
Fiji,1946,2468,49.05392,220933,1940,East Asia & Pacific
Finland,1946,6228,60.1868,3696232,1940,Europe & Central Asia
France,1946,5909,62.5568,40927546,1940,Europe & Central Asia
French Guiana,1946,NA,48.77,23520,1940,America
French Polynesia,1946,NA,42.39832,47669,1940,East Asia & Pacific
Gabon,1946,625,35.5882,436398,1940,Sub-Saharan Africa
Gambia,1946,978,35.82972,252069,1940,Sub-Saharan Africa
Georgia,1946,1579,53.60188,3210619,1940,Europe & Central Asia
Germany,1946,4084,60.61319836345,71244059,1940,Europe & Central Asia
Ghana,1946,1435,42.1222,3918230,1940,Sub-Saharan Africa
Gibraltar,1946,NA,NA,19369,1940,Europe & Central Asia
Greece,1946,2776,57.32252,7149235,1940,Europe & Central Asia
Greenland,1946,2954,41.7812865532024,21409,1940,Europe & Central Asia
Grenada,1946,1650,54.01764,70899,1940,America
Guadeloupe,1946,NA,48.3446551724139,194631,1940,America
Guam,1946,NA,50,23307,1940,East Asia & Pacific
Guatemala,1946,3014,36.734272,2374197,1940,America
Guernsey,1946,NA,NA,NA,1940,Europe & Central Asia
Guinea,1946,607,36.37408,2826987,1940,Sub-Saharan Africa
Guinea-Bissau,1946,837,37.6012533333333,499097,1940,Sub-Saharan Africa
Guyana,1946,4020,55.5432400000001,375159,1940,America
Haiti,1946,2261,32.52842,2781219,1940,America
Holy See,1946,NA,NA,911,1940,Europe & Central Asia
Honduras,1946,2361,42.3124,1162179,1940,America
"Hong Kong, China",1946,3202,58.4915333333334,1741134,1940,East Asia & Pacific
Hungary,1946,3994,55.0312,9268490,1940,Europe & Central Asia
Iceland,1946,8702,68.5548,133257,1940,Europe & Central Asia
India,1946,937,33.6609688888889,324372335,1940,South Asia
Indonesia,1946,972,32.74224,61821588,1940,East Asia & Pacific
Iran,1946,3577,35.78568,15077617,1940,Middle East & North Africa
Iraq,1946,2822,35.94752,4608028,1940,Middle East & North Africa
Ireland,1946,5476,61.5612,2936278,1940,Europe & Central Asia
Isle of Man,1946,NA,NA,51852,1940,Europe & Central Asia
Israel,1946,3304,55.5486,877043,1940,Middle East & North Africa
Italy,1946,4940,58.9388,44284798,1940,Europe & Central Asia
Jamaica,1946,3321,51.31732,1209585,1940,America
Japan,1946,1930,46.5676,72709185,1940,East Asia & Pacific
Jersey,1946,NA,NA,NA,1940,Europe & Central Asia
Jordan,1946,2876,42.9066133333333,403500,1940,Middle East & North Africa
Kazakhstan,1946,4018,48.97816,6096956,1940,Europe & Central Asia
Kenya,1946,1730,34.64208,4172070,1940,Sub-Saharan Africa
Kiribati,1946,1573,37.73656,31916,1940,East Asia & Pacific
North Korea,1946,662,41.74688,8870433,1940,NA
South Korea,1946,616,45.32708,15684579,1940,NA
"United Korea (former)
",1946,NA,NA,NA,NA,NA
Kosovo,1946,NA,NA,NA,1940,Europe & Central Asia
Kuwait,1946,1625,43.6658145454546,134088,1940,Middle East & North Africa
Kyrgyz Republic,1946,2126,45.59752,1585823,1940,NA
Lao,1946,1130,34.90688,1586939,1940,NA
Latvia,1946,2639,55.0029311850122,1781651,1940,Europe & Central Asia
Lebanon,1946,6915,48.94876,1077273,1940,Middle East & North Africa
Lesotho,1946,424,38.17168,679318,1940,Sub-Saharan Africa
Liberia,1946,1181,36.22592,854704,1940,Sub-Saharan Africa
Libya,1946,4954,38.96496,1058818,1940,Middle East & North Africa
Liechtenstein,1946,NA,NA,12843,1940,Europe & Central Asia
Lithuania,1946,4553,52.7184,2348809,1940,Europe & Central Asia
Luxembourg,1946,16045,61.8832,277578,1940,Europe & Central Asia
"Macao, China",1946,3360,56.6154,331130,1940,East Asia & Pacific
"Macedonia, FYR",1946,2170,47.53148,1140699,1940,Europe & Central Asia
Madagascar,1946,1763,34.55288,3796599,1940,Sub-Saharan Africa
Malawi,1946,355,31.84,1957205,1940,Sub-Saharan Africa
Malaysia,1946,2179,45.65208,5404596,1940,East Asia & Pacific
Maldives,1946,877,37.76744,75107,1940,South Asia
Mali,1946,646,29.74224,4290767,1940,Sub-Saharan Africa
Malta,1946,2489,63.6714307692308,292719,1940,Europe & Central Asia
Marshall Islands,1946,1244,NA,12179,1940,East Asia & Pacific
Martinique,1946,NA,50.8426551724139,205775,1940,America
Mauritania,1946,1137,36.0374,629653,1940,Sub-Saharan Africa
Mauritius,1946,2329,32.485173862324,410851,1940,Sub-Saharan Africa
Mayotte,1946,NA,34.9418,14279,1940,Sub-Saharan Africa
Mexico,1946,3892,45.64812,20699956,1940,America
"Micronesia, Fed. Sts.",1946,1076,47.46232,30013,1940,East Asia & Pacific
Moldova,1946,1834,49.6766,2130570,1940,Europe & Central Asia
Monaco,1946,10370,NA,18687,1940,Europe & Central Asia
Mongolia,1946,837,33.39204,760947,1940,East Asia & Pacific
Montenegro,1946,3454,46.43212,361506,1940,Europe & Central Asia
Montserrat,1946,NA,NA,13258,1940,America
Morocco,1946,1897,42.77068,7700259,1940,Middle East & North Africa
Mozambique,1946,441,35.3476133333334,5779561,1940,Sub-Saharan Africa
Myanmar,1946,804,28.4195733333333,16865022,1940,East Asia & Pacific
Namibia,1946,3609,40.40444,330015,1940,Sub-Saharan Africa
Nauru,1946,3712,NA,2817,1940,East Asia & Pacific
Nepal,1946,819,36.26404,7641505,1940,South Asia
Netherlands,1946,7142,67.632,8860722,1940,Europe & Central Asia
Netherlands Antilles,1946,NA,55.0976551724139,NA,1940,America
New Caledonia,1946,NA,45.39308,61297,1940,East Asia & Pacific
New Zealand,1946,12166,68.0558358974359,1629869,1940,East Asia & Pacific
Ngorno-Karabakh,1946,NA,NA,NA,1940,Europe & Central Asia
Nicaragua,1946,3278,40.248072,986178,1940,America
Niger,1946,932,35.256,2408985,1940,Sub-Saharan Africa
Nigeria,1946,2532,37.5374,26625012,1940,Sub-Saharan Africa
Niue,1946,NA,NA,4646,1940,East Asia & Pacific
Norfolk Island,1946,NA,NA,NA,1940,East Asia & Pacific
Northern Cyprus,1946,NA,NA,NA,1940,Europe & Central Asia
Northern Mariana Islands,1946,NA,NA,6599,1940,East Asia & Pacific
Norway,1946,9069,69.4164,2971546,1940,Europe & Central Asia
Oman,1946,2806,34.3372,450735,1940,Middle East & North Africa
Pakistan,1946,1226,34.7125266666667,27847671,1940,South Asia
Palau,1946,7270,NA,7071,1940,East Asia & Pacific
Panama,1946,3564,52.10344,690917,1940,America
Papua New Guinea,1946,935,37.11028,1600972,1940,East Asia & Pacific
Paraguay,1946,3465,58.3169822222222,1128833,1940,America
Peru,1946,3951,39.4952,6506528,1940,America
Philippines,1946,1120,42.80336,14552395,1940,East Asia & Pacific
Pitcairn,1946,NA,NA,NA,1940,East Asia & Pacific
Poland,1946,3203,47.0676,30041062,1940,Europe & Central Asia
Portugal,1946,3567,53.8096,7693201,1940,Europe & Central Asia
Puerto Rico,1946,4700,54.9554,1894568,1940,America
Qatar,1946,1084,45.24124,22179,1940,Middle East & North Africa
Reunion,1946,NA,35.4622,227203,1940,Sub-Saharan Africa
Romania,1946,2678,53.93188,15715805,1940,Europe & Central Asia
Russia,1946,5047,45.9128,93588981,1940,Europe & Central Asia
Rwanda,1946,522,38.61336,2041133,1940,Sub-Saharan Africa
St. Barthélemy,1946,NA,NA,NA,1940,NA
St. Helena,1946,NA,NA,4651,1940,NA
St. Kitts and Nevis,1946,3234,NA,42774,1940,NA
St. Lucia,1946,1382,49.4688151724139,65788,1940,NA
St. Martin,1946,NA,NA,NA,1940,NA
St. Vincent and the Grenadines,1946,2089,45.7911351724138,56034,1940,NA
St.-Pierre-et-Miquelon,1946,NA,NA,4254,1940,NA
Samoa,1946,2841,45.22196,61296,1940,East Asia & Pacific
San Marino,1946,6681,NA,11960,1940,Europe & Central Asia
Sao Tome and Principe,1946,1181,42.8323866666666,56089,1940,Sub-Saharan Africa
Saudi Arabia,1946,1184,39.54676,2974999,1940,Middle East & North Africa
Senegal,1946,1603,33.87956,2305918,1940,Sub-Saharan Africa
Serbia,1946,3895,50.98024,6151086,1940,Europe & Central Asia
Serbia and Montenegro,1946,NA,NA,NA,1940,Europe & Central Asia
Serbia excluding Kosovo,1946,NA,NA,NA,1940,Europe & Central Asia
Seychelles,1946,4174,56.90634,31073,1940,Sub-Saharan Africa
Sierra Leone,1946,1079,32.31548,1814210,1940,Sub-Saharan Africa
Singapore,1946,5134,44.11024,748657,1940,East Asia & Pacific
Slovak Republic,1946,5203,54.0832,3299197,1940,Europe & Central Asia
Slovenia,1946,4398,53.63708,1349369,1940,Europe & Central Asia
Solomon Islands,1946,880,39.27244,83859,1940,East Asia & Pacific
Somalia,1946,969,35.42944,2115192,1940,Sub-Saharan Africa
Somaliland,1946,NA,NA,NA,1940,Sub-Saharan Africa
South Africa,1946,6821,43.9686,11021715,1940,Sub-Saharan Africa
South Ossetia,1946,NA,NA,NA,1940,Europe & Central Asia
Spain,1946,3914,57.3412,25828302,1940,Europe & Central Asia
Sri Lanka,1946,1498,46.57272,6175921,1940,South Asia
Sudan,1946,1650,40.82828,5454648,1940,Sub-Saharan Africa
Suriname,1946,5190,51.97756,197548,1940,America
Svalbard,1946,NA,NA,NA,1940,Europe & Central Asia
Swaziland,1946,1292,37.1922,172622,1940,Sub-Saharan Africa
Sweden,1946,9985,69.406,6353381,1940,Europe & Central Asia
Switzerland,1946,18416,65.9972,4219596,1940,Europe & Central Asia
Syria,1946,1702,44.8196533333334,2942179,1940,Middle East & North Africa
Taiwan,1946,890,43.682,NA,1940,East Asia & Pacific
Tajikistan,1946,1673,45.51296,1388192,1940,Europe & Central Asia
Tanzania,1946,913,37.47312,6409572,1940,Sub-Saharan Africa
Thailand,1946,1183,42.8447866666667,15865398,1940,East Asia & Pacific
Timor-Leste,1946,684,24.15064,449273,1940,East Asia & Pacific
Togo,1946,1040,34.65004,1272646,1940,Sub-Saharan Africa
Tokelau,1946,NA,NA,1189,1940,East Asia & Pacific
Tonga,1946,1323,54.01516,34868,1940,East Asia & Pacific
Transnistria,1946,NA,NA,NA,1940,Europe & Central Asia
Trinidad and Tobago,1946,4455,54.82188,487372,1940,America
Tunisia,1946,1670,38.05084,3034920,1940,Middle East & North Africa
Turkey,1946,2722,38.78068,17777172,1940,Europe & Central Asia
Turkmenistan,1946,3365,42.15264,1102907,1940,Europe & Central Asia
Turks and Caicos Islands,1946,1778,NA,5985,1940,America
Tuvalu,1946,1364,NA,4877,1940,East Asia & Pacific
Uganda,1946,812,32.8522,4226918,1940,Sub-Saharan Africa
Ukraine,1946,2673,54.6396,33942864,1940,Europe & Central Asia
United Arab Emirates,1946,1191,34.70732,64713,1940,Middle East & North Africa
United Kingdom,1946,10644,66.366,48235963,1940,Europe & Central Asia
United States,1946,14777,66.2156,134354133,1940,America
Uruguay,1946,7404,60.4265200000001,1973524,1940,America
USSR,1946,NA,NA,NA,1940,Europe & Central Asia
Uzbekistan,1946,1170,49.12072,6307794,1940,Europe & Central Asia
Wallis et Futuna,1946,NA,NA,6653,1940,East Asia & Pacific
Vanuatu,1946,1230,40.60337,45428,1940,East Asia & Pacific
Venezuela,1946,8688,49.0334088888889,4082981,1940,America
West Bank and Gaza,1946,2008,45.3273466666667,709412,1940,Middle East & North Africa
West Germany,1946,NA,NA,NA,1940,Europe & Central Asia
Western Sahara,1946,NA,34.753,11578,1940,Middle East & North Africa
Vietnam,1946,979,34.65112,22322198,1940,East Asia & Pacific
Virgin Islands (U.S.),1946,NA,54.0926551724139,24855,1940,America
North Yemen (former),1946,NA,NA,NA,1940,NA
South Yemen (former),1946,NA,NA,NA,1940,NA
Yemen,1946,1340,24.17948,4077913,1940,NA
Yugoslavia,1946,NA,NA,NA,1940,Europe & Central Asia
Zambia,1946,2332,39.03632,1734228,1940,Sub-Saharan Africa
Zimbabwe,1946,1377,43.64524,2537898,1940,Sub-Saharan Africa
Åland,1946,NA,NA,NA,1940,Europe & Central Asia
South Sudan,1946,1727,33.16864,2457116,1940,Sub-Saharan Africa
Abkhazia,1947,NA,NA,NA,1940,Europe & Central Asia
Afghanistan,1947,1016,29.47872,7034081,1940,South Asia
Akrotiri and Dhekelia,1947,NA,NA,NA,1940,Europe & Central Asia
Albania,1947,1859,51.3726514285714,1123210,1940,Europe & Central Asia
Algeria,1947,3838,38.36636,7797418,1940,Middle East & North Africa
American Samoa,1947,NA,NA,13135,1940,East Asia & Pacific
Andorra,1947,6636,NA,5667,1940,Europe & Central Asia
Angola,1947,2851,34.30102,3920011,1940,Sub-Saharan Africa
Anguilla,1947,NA,NA,4725,1940,America
Antigua and Barbuda,1947,3290,55.5403213793104,38495,1940,America
Argentina,1947,7862,61.57874,14200813,1940,America
Armenia,1947,1405,45.74778,1230298,1940,Europe & Central Asia
Aruba,1947,3618,55.9362413793104,36127,1940,America
Australia,1947,10856,68.6926,7052012,1940,East Asia & Pacific
Austria,1947,4063,61.4126,6700724,1940,Europe & Central Asia
Azerbaijan,1947,2717,41.6781,2629623,1940,Europe & Central Asia
Bahamas,1947,9261,55.1610213793104,66812,1940,America
Bahrain,1947,11656,39.8282,105272,1940,Middle East & North Africa
Bangladesh,1947,1066,35.52073605,37445667,1940,South Asia
Barbados,1947,2864,55.6046813793104,184312,1940,America
Belarus,1947,2115,47.1792,7097374,1940,Europe & Central Asia
Belgium,1947,9365,63.4762,8330676,1940,Europe & Central Asia
Belize,1947,1786,52.912235,55768,1940,America
Benin,1947,1219,34.5048,2051937,1940,Sub-Saharan Africa
Bermuda,1947,10454,NA,31550,1940,America
Bhutan,1947,841,35.36162,166757,1940,South Asia
Bolivia,1947,2861,40.2944,2945272,1940,America
Bosnia and Herzegovina,1947,1123,49.22626,2427124,1940,Europe & Central Asia
Botswana,1947,815,42.20774,282215,1940,Sub-Saharan Africa
Brazil,1947,2643,46.4949,41545129,1940,America
British Virgin Islands,1947,NA,NA,6184,1940,America
Brunei,1947,34323,55.0451061538461,35616,1940,East Asia & Pacific
Bulgaria,1947,2132,53.8802,6672496,1940,Europe & Central Asia
Burkina Faso,1947,526,32.5935,3980754,1940,Sub-Saharan Africa
Burundi,1947,501,34.73858,2128589,1940,Sub-Saharan Africa
Cambodia,1947,1098,39.34727,4013581,1940,East Asia & Pacific
Cameroon,1947,1397,35.68998,3557999,1940,Sub-Saharan Africa
Canada,1947,11694,66.753,11655920,1940,America
Cape Verde,1947,784,49.58378,162140,1940,Sub-Saharan Africa
Cayman Islands,1947,8799,NA,6526,1940,America
Central African Republic,1947,1161,34.19058,959880,1940,NA
Chad,1947,1165,38.30726,1727303,1940,Sub-Saharan Africa
Channel Islands,1947,NA,NA,95788,1940,Europe & Central Asia
Chile,1947,4598,48.85904,5108117,1940,America
China,1947,556,38.1685680000001,509858820,1940,East Asia & Pacific
Christmas Island,1947,NA,NA,NA,1940,East Asia & Pacific
Cocos Island,1947,NA,NA,NA,1940,East Asia & Pacific
Colombia,1947,2983,47.92608,9442173,1940,America
Comoros,1947,805,36.96482,143644,1940,Sub-Saharan Africa
"Congo, Dem. Rep.",1947,1476,39.17222,11350117,1940,Sub-Saharan Africa
"Congo, Rep.",1947,1719,35.3574,747928,1940,Sub-Saharan Africa
Cook Is,1947,NA,NA,12821,1940,NA
Costa Rica,1947,3050,55.40612,726617,1940,America
Cote d'Ivoire,1947,1988,35.58832,2438775,1940,Sub-Saharan Africa
Croatia,1947,4132,56.25426,3528895,1940,Europe & Central Asia
Cuba,1947,8724,55.300636,4672303,1940,America
Cyprus,1947,3631,59.8986742857143,407453,1940,Europe & Central Asia
Czech Republic,1947,7105,62.0918,8567195,1940,NA
Czechoslovakia,1947,NA,NA,NA,1940,Europe & Central Asia
Denmark,1947,10484,68.4968,3832859,1940,Europe & Central Asia
Djibouti,1947,2889,39.4576,57116,1940,Middle East & North Africa
Dominica,1947,2058,NA,45150,1940,America
Dominican Republic,1947,1956,45.4977,1718123,1940,NA
East Germany,1947,NA,NA,NA,1940,Europe & Central Asia
Ecuador,1947,3034,45.89886,2583081,1940,America
Egypt,1947,1682,35.84134,17849440,1940,Middle East & North Africa
El Salvador,1947,3143,42.91393,1785176,1940,America
Equatorial Guinea,1947,483,35.34618,170989,1940,Sub-Saharan Africa
Eritrea,1947,780,35.31314,999101,1940,Sub-Saharan Africa
Eritrea and Ethiopia,1947,NA,NA,NA,1940,Sub-Saharan Africa
Estonia,1947,3682,47.2214,1003658,1940,Europe & Central Asia
Ethiopia,1947,576,32.13954,15717976,1940,Sub-Saharan Africa
Faeroe Islands,1947,NA,NA,29649,1940,Europe & Central Asia
Falkland Is (Malvinas),1947,NA,NA,1676,1940,NA
Fiji,1947,2531,50.12914,220933,1940,East Asia & Pacific
Finland,1947,6287,60.4436,3696232,1940,Europe & Central Asia
France,1947,6228,64.1636,40927546,1940,Europe & Central Asia
French Guiana,1947,NA,49.64,23520,1940,America
French Polynesia,1947,NA,43.19824,47669,1940,East Asia & Pacific
Gabon,1947,633,36.8114,436398,1940,Sub-Saharan Africa
Gambia,1947,981,36.27144,252069,1940,Sub-Saharan Africa
Georgia,1947,1756,45.56076,3210619,1940,Europe & Central Asia
Germany,1947,4504,62.2152752235827,71244059,1940,Europe & Central Asia
Ghana,1947,1232,42.7663,3918230,1940,Sub-Saharan Africa
