country,year,GDP,life_expectancy,pop,decade,region
Serbia,1801,1358,35.5,2147197,1800,Europe & Central Asia
Serbia and Montenegro,1801,NA,NA,NA,1800,Europe & Central Asia
Serbia excluding Kosovo,1801,NA,NA,NA,1800,Europe & Central Asia
Seychelles,1801,795,37,12522,1800,Sub-Saharan Africa
Sierra Leone,1801,734,25.1,794264,1800,Sub-Saharan Africa
Singapore,1801,1021,29.1,30000,1800,East Asia & Pacific
Slovak Republic,1801,1427,36.4,2140651,1800,Europe & Central Asia
Slovenia,1801,1409,36.6,469664,1800,Europe & Central Asia
Solomon Islands,1801,363,25.1,56998,1800,East Asia & Pacific
Somalia,1801,694,29.4,991488,1800,Sub-Saharan Africa
Somaliland,1801,NA,NA,NA,1800,Sub-Saharan Africa
South Africa,1801,1480,33.5,1440820,1800,Sub-Saharan Africa
South Ossetia,1801,NA,NA,NA,1800,Europe & Central Asia
Spain,1801,1518,29.5,11549294,1800,Europe & Central Asia
Sri Lanka,1801,898,32.6,1213000,1800,South Asia
Sudan,1801,518,31.4,3994154,1800,Sub-Saharan Africa
Suriname,1801,1637,32.9,80721,1800,America
Svalbard,1801,NA,NA,NA,1800,Europe & Central Asia
Swaziland,1801,490,32.3,86000,1800,Sub-Saharan Africa
Sweden,1801,1402,36.9,2354189,1800,Europe & Central Asia
Switzerland,1801,2701,38,1826051,1800,Europe & Central Asia
Syria,1801,1081,31.1,1337000,1800,Middle East & North Africa
Taiwan,1801,996,28.3,NA,1800,East Asia & Pacific
Tajikistan,1801,557,24.235,466629,1800,Europe & Central Asia
Tanzania,1801,562,32.2,3019768,1800,Sub-Saharan Africa
Thailand,1801,932,30.4,4665000,1800,East Asia & Pacific
Timor-Leste,1801,522,28.949,137262,1800,East Asia & Pacific
Togo,1801,683,31.3,445985,1800,Sub-Saharan Africa
Tokelau,1801,NA,NA,1009,1800,East Asia & Pacific
Tonga,1801,663,28.2,18658,1800,East Asia & Pacific
Transnistria,1801,NA,NA,NA,1800,Europe & Central Asia
Trinidad and Tobago,1801,1230,32.9,60000,1800,America
Tunisia,1801,716,28.8,862029,1800,Middle East & North Africa
Turkey,1801,1221,35,9773456,1800,Europe & Central Asia
Turkmenistan,1801,944,24,367215,1800,Europe & Central Asia
Turks and Caicos Islands,1801,487,NA,3296,1800,America
Tuvalu,1801,719,NA,2499,1800,East Asia & Pacific
Uganda,1801,464,25.3,2101397,1800,Sub-Saharan Africa
Ukraine,1801,764,36.6,11215490,1800,Europe & Central Asia
United Arab Emirates,1801,1001,30.7,40153,1800,Middle East & North Africa
United Kingdom,1801,3439,37.350823662041,12327466,1800,Europe & Central Asia
United States,1801,2168,39.41,6801854,1800,America
Uruguay,1801,1758,32.9,55000,1800,America
USSR,1801,NA,NA,NA,1800,Europe & Central Asia
Uzbekistan,1801,502,26.926,1919159,1800,Europe & Central Asia
Wallis et Futuna,1801,NA,NA,3721,1800,East Asia & Pacific
Vanuatu,1801,586,24.3,27791,1800,East Asia & Pacific
Venezuela,1801,682,32.2,718000,1800,America
West Bank and Gaza,1801,1221,32.1,165944,1800,Middle East & North Africa
West Germany,1801,NA,NA,NA,1800,Europe & Central Asia
Western Sahara,1801,NA,34.753,2788,1800,Middle East & North Africa
Vietnam,1801,861,32,6551000,1800,East Asia & Pacific
Virgin Islands (U.S.),1801,NA,33.403,40000,1800,America
North Yemen (former),1801,NA,NA,NA,1800,NA
South Yemen (former),1801,NA,NA,NA,1800,NA
Yemen,1801,879,23.387,2593000,1800,NA
Yugoslavia,1801,NA,NA,NA,1800,Europe & Central Asia
Zambia,1801,665,32.6,747000,1800,Sub-Saharan Africa
Zimbabwe,1801,870,33.7,1085814,1800,Sub-Saharan Africa
Åland,1801,NA,NA,NA,1800,Europe & Central Asia
South Sudan,1801,507,26.665,1027378,1800,Sub-Saharan Africa
Abkhazia,1802,NA,NA,NA,1800,Europe & Central Asia
Afghanistan,1802,603,28.1905066666667,3280000,1800,South Asia
Akrotiri and Dhekelia,1802,NA,NA,NA,1800,Europe & Central Asia
Albania,1802,668,35.4,410445,1800,Europe & Central Asia
Algeria,1802,717,28.8224,2503218,1800,Middle East & North Africa
American Samoa,1802,NA,NA,8170,1800,East Asia & Pacific
Andorra,1802,1201,NA,2654,1800,Europe & Central Asia
Angola,1802,623,26.98,1567028,1800,Sub-Saharan Africa
Anguilla,1802,NA,NA,2025,1800,America
Antigua and Barbuda,1802,757,33.536,37000,1800,America
Argentina,1802,1508,33.2,534000,1800,America
Armenia,1802,514,33.995,413326,1800,Europe & Central Asia
Aruba,1802,833,34.419,19286,1800,America
Australia,1802,818,34.05,351014,1800,East Asia & Pacific
Austria,1802,1863,34.4,3205587,1800,Europe & Central Asia
Azerbaijan,1802,775,29.165,879960,1800,Europe & Central Asia
Bahamas,1802,1445,35.179,27350,1800,America
Bahrain,1802,1246,30.3,64474,1800,Middle East & North Africa
Bangladesh,1802,876,25.5,19227358,1800,South Asia
Barbados,1802,914,32.124,81729,1800,America
Belarus,1802,608,36.2,2355081,1800,Europe & Central Asia
Belgium,1802,2413,40.0160975609756,3138137,1800,Europe & Central Asia
Belize,1802,579,26.5,25526,1800,America
Benin,1802,597,31,636559,1800,Sub-Saharan Africa
Bermuda,1802,1228,NA,9692,1800,America
Bhutan,1802,630,28.799,89989,1800,South Asia
Bolivia,1802,854,33,1100000,1800,America
Bosnia and Herzegovina,1802,669,35.1,851806,1800,Europe & Central Asia
Botswana,1802,397,33.6,121000,1800,Sub-Saharan Africa
Brazil,1802,1109,31.9996133333333,3639636,1800,America
British Virgin Islands,1802,NA,NA,6700,1800,America
Brunei,1802,1512,29.2,2128,1800,East Asia & Pacific
Bulgaria,1802,1089,35.888,1992320,1800,Europe & Central Asia
Burkina Faso,1802,480,29.2,1665421,1800,Sub-Saharan Africa
Burundi,1802,419,31.5,899097,1800,Sub-Saharan Africa
Cambodia,1802,904,35,2090000,1800,East Asia & Pacific
Cameroon,1802,626,28.75,1860054,1800,Sub-Saharan Africa
Canada,1802,1330,39.0029935483871,645526,1800,America
Cape Verde,1802,529,33.8,55716,1800,Sub-Saharan Africa
Cayman Islands,1802,1039,NA,2439,1800,America
Central African Republic,1802,424,30,479444,1800,NA
Chad,1802,418,30.9,1432000,1800,Sub-Saharan Africa
Channel Islands,1802,NA,NA,43908,1800,Europe & Central Asia
Chile,1802,1027,32,771447,1800,America
China,1802,985,32,321675013,1800,East Asia & Pacific
Christmas Island,1802,NA,NA,NA,1800,East Asia & Pacific
Cocos Island,1802,NA,NA,NA,1800,East Asia & Pacific
Colombia,1802,963,32,1206000,1800,America
Comoros,1802,697,32.1,56346,1800,Sub-Saharan Africa
"Congo, Dem. Rep.",1802,489,31.6,5163819,1800,Sub-Saharan Africa
"Congo, Rep.",1802,578,32.7,314465,1800,Sub-Saharan Africa
Cook Is,1802,NA,NA,16136,1800,NA
Costa Rica,1802,775,30.2147,51987,1800,America
Cote d'Ivoire,1802,819,31.156,1088530,1800,Sub-Saharan Africa
Croatia,1802,NA,36.1,1227886,1800,Europe & Central Asia
Cuba,1802,884,32.45,345043,1800,America
Cyprus,1802,854,38.5002526315789,184392,1800,Europe & Central Asia
Czech Republic,1802,1916,34.9544,5516349,1800,NA
Czechoslovakia,1802,NA,NA,NA,1800,Europe & Central Asia
Denmark,1802,2020,44.3729508914885,1062514,1800,Europe & Central Asia
Djibouti,1802,757,29.9,22848,1800,Middle East & North Africa
Dominica,1802,663,NA,19950,1800,America
Dominican Republic,1802,667,29.9,89000,1800,NA
East Germany,1802,NA,NA,NA,1800,Europe & Central Asia
Ecuador,1802,529,32.9,5e+05,1800,America
Egypt,1802,791,33,4243515,1800,Middle East & North Africa
El Salvador,1802,975,28.7,248000,1800,America
Equatorial Guinea,1802,357,29.8,80377,1800,Sub-Saharan Africa
Eritrea,1802,532,30.2,205010,1800,Sub-Saharan Africa
Eritrea and Ethiopia,1802,NA,NA,NA,1800,Sub-Saharan Africa
Estonia,1802,940,35.2581777287136,334136,1800,Europe & Central Asia
Ethiopia,1802,523,29.7,2948990,1800,Sub-Saharan Africa
Faeroe Islands,1802,NA,NA,13537,1800,Europe & Central Asia
Falkland Is (Malvinas),1802,NA,NA,100,1800,NA
Fiji,1802,785,26.1,130533,1800,East Asia & Pacific
Finland,1802,1248,39.1983277894705,977662,1800,Europe & Central Asia
France,1802,1810,34.3799930807273,29355111,1800,Europe & Central Asia
French Guiana,1802,NA,30.5,9899,1800,America
French Polynesia,1802,NA,25.6,62530,1800,East Asia & Pacific
Gabon,1802,390,30.6,158227,1800,Sub-Saharan Africa
Gambia,1802,814,28.8,103274,1800,Sub-Saharan Africa
Georgia,1802,543,31.871,1072178,1800,Europe & Central Asia
Germany,1802,1663,38.37,22886919,1800,Europe & Central Asia
Ghana,1802,697,28,2016034,1800,Sub-Saharan Africa
Gibraltar,1802,NA,NA,9873,1800,Europe & Central Asia
Greece,1802,1376,36.6,2151155,1800,Europe & Central Asia
Greenland,1802,393,33.8670062384294,9584,1800,Europe & Central Asia
Grenada,1802,959,31.4,29409,1800,America
Guadeloupe,1802,NA,27.655,80726,1800,America
Guam,1802,NA,27.5,6053,1800,East Asia & Pacific
Guatemala,1802,857,25.80032,458965,1800,America
Guernsey,1802,NA,NA,NA,1800,Europe & Central Asia
Guinea,1802,450,29.5206896551724,983959,1800,Sub-Saharan Africa
Guinea-Bissau,1802,777,32,218167,1800,Sub-Saharan Africa
Guyana,1802,1214,31.12,166034,1800,America
Haiti,1802,634,29,723000,1800,America
Holy See,1802,NA,NA,905,1800,Europe & Central Asia
Honduras,1802,675,33.9,126118,1800,America
"Hong Kong, China",1802,1007,34.9,20000,1800,East Asia & Pacific
Hungary,1802,1250,36,3499771,1800,Europe & Central Asia
Iceland,1802,927,27.6218807423315,61428,1800,Europe & Central Asia
India,1802,1052,25,168574895,1800,South Asia
Indonesia,1802,995,30,16108545,1800,East Asia & Pacific
Iran,1802,977,25.6,6269721,1800,Middle East & North Africa
Iraq,1802,970,31.2,1076920,1800,Middle East & North Africa
Ireland,1802,1447,38.3,4064749,1800,Europe & Central Asia
Isle of Man,1802,NA,NA,23533,1800,Europe & Central Asia
Israel,1802,880,32,209954,1800,Middle East & North Africa
Italy,1802,2268,29.69,18822234,1800,Europe & Central Asia
Jamaica,1802,1171,34.2,401000,1800,America
Japan,1802,1053,36.4007950769231,30294378,1800,East Asia & Pacific
Jersey,1802,NA,NA,NA,1800,Europe & Central Asia
Jordan,1802,977,31.7,217000,1800,Middle East & North Africa
Kazakhstan,1802,1142,26.2,2041282,1800,Europe & Central Asia
Kenya,1802,859,25.5,2574000,1800,Sub-Saharan Africa
Kiribati,1802,552,24.9,17876,1800,East Asia & Pacific
North Korea,1802,578,26,4345000,1800,NA
South Korea,1802,575,25.8,9395000,1800,NA
"United Korea (former)
",1802,NA,NA,NA,NA,NA
Kosovo,1802,NA,NA,NA,1800,Europe & Central Asia
Kuwait,1802,1105,26,81280,1800,Middle East & North Africa
Kyrgyz Republic,1802,508,23.941,530343,1800,NA
Lao,1802,865,31.9,470000,1800,NA
Latvia,1802,753,33,590588,1800,Europe & Central Asia
Lebanon,1802,1083,29.7,332000,1800,Middle East & North Africa
Lesotho,1802,394,32.8,276361,1800,Sub-Saharan Africa
Liberia,1802,797,31.1,313543,1800,Sub-Saharan Africa
Libya,1802,1050,33.1,531472,1800,Middle East & North Africa
Liechtenstein,1802,NA,NA,5802,1800,Europe & Central Asia
Lithuania,1802,1273,28.9,778655,1800,Europe & Central Asia
Luxembourg,1802,1453,36.9,127030,1800,Europe & Central Asia
"Macao, China",1802,993,34.7,17311,1800,East Asia & Pacific
"Macedonia, FYR",1802,690,36.1,391865,1800,Europe & Central Asia
Madagascar,1802,573,30.5,1543133,1800,Sub-Saharan Africa
Malawi,1802,350,30.3,737000,1800,Sub-Saharan Africa
Malaysia,1802,998,30.6,287000,1800,East Asia & Pacific
Maldives,1802,843,32.647,42378,1800,South Asia
Mali,1802,603,26.408,1403398,1800,Sub-Saharan Africa
Malta,1802,782,28.7,134072,1800,Europe & Central Asia
Marshall Islands,1802,540,NA,5828,1800,East Asia & Pacific
Martinique,1802,NA,30.153,84039,1800,America
Mauritania,1802,528,32,382696,1800,Sub-Saharan Africa
Mauritius,1802,940,28.7,62865,1800,Sub-Saharan Africa
Mayotte,1802,NA,32.5,8219,1800,Sub-Saharan Africa
Mexico,1802,1379,26.9,6181708,1800,America
"Micronesia, Fed. Sts.",1802,518,26.7,16416,1800,East Asia & Pacific
Moldova,1802,621,33.145,712558,1800,Europe & Central Asia
Monaco,1802,1953,NA,7789,1800,Europe & Central Asia
Mongolia,1802,592,31.8,619000,1800,East Asia & Pacific
Montenegro,1802,1058,35.4,126582,1800,Europe & Central Asia
Montserrat,1802,NA,NA,5230,1800,America
Morocco,1802,715,33.1,2503218,1800,Middle East & North Africa
Mozambique,1802,391,30.2779733333333,1982324,1800,Sub-Saharan Africa
Myanmar,1802,840,30.8,3506000,1800,East Asia & Pacific
Namibia,1802,540,32.4,229000,1800,Sub-Saharan Africa
Nauru,1802,554,NA,1834,1800,East Asia & Pacific
Nepal,1802,654,32.8,3881000,1800,South Asia
Netherlands,1802,4391,39.86,2254522,1800,Europe & Central Asia
Netherlands Antilles,1802,NA,34.408,NA,1800,America
New Caledonia,1802,NA,26,29432,1800,East Asia & Pacific
New Zealand,1802,659,34.05,1e+05,1800,East Asia & Pacific
Ngorno-Karabakh,1802,NA,NA,NA,1800,Europe & Central Asia
Nicaragua,1802,973,25.4,219387,1800,America
Niger,1802,446,30.8,1244861,1800,Sub-Saharan Africa
Nigeria,1802,854,30.4,12100855,1800,Sub-Saharan Africa
Niue,1802,NA,NA,4538,1800,East Asia & Pacific
Norfolk Island,1802,NA,NA,NA,1800,East Asia & Pacific
Northern Cyprus,1802,NA,NA,NA,1800,Europe & Central Asia
Northern Mariana Islands,1802,NA,NA,3360,1800,East Asia & Pacific
Norway,1802,1282,38.370401710943,868570,1800,Europe & Central Asia
Oman,1802,916,32.3,318000,1800,Middle East & North Africa
Pakistan,1802,1021,25.8,13123633,1800,South Asia
Palau,1802,839,NA,3875,1800,East Asia & Pacific
Panama,1802,847,32.9,78842,1800,America
Papua New Guinea,1802,546,31.5,754894,1800,East Asia & Pacific
Paraguay,1802,835,35.5,143000,1800,America
Peru,1802,1204,35.7,1314151,1800,America
Philippines,1802,962,30.9,1894389,1800,East Asia & Pacific
Pitcairn,1802,NA,NA,NA,1800,East Asia & Pacific
Poland,1802,1222,35.9,9508747,1800,Europe & Central Asia
Portugal,1802,1685,35.6,3033454,1800,Europe & Central Asia
Puerto Rico,1802,1376,30.43,155000,1800,America
Qatar,1802,1105,30.8,14092,1800,Middle East & North Africa
Reunion,1802,NA,33,92744,1800,Sub-Saharan Africa
Romania,1802,816,35.7,5464085,1800,Europe & Central Asia
Russia,1802,1433,29.5734571976521,31088398,1800,Europe & Central Asia
Rwanda,1802,432,25,928368,1800,Sub-Saharan Africa
St. Barthélemy,1802,NA,NA,NA,1800,NA
St. Helena,1802,NA,NA,1997,1800,NA
St. Kitts and Nevis,1802,1165,NA,17202,1800,NA
St. Lucia,1802,875,28.008,24000,1800,NA
St. Martin,1802,NA,NA,NA,1800,NA
St. Vincent and the Grenadines,1802,838,25.986,25781,1800,NA
St.-Pierre-et-Miquelon,1802,NA,NA,1782,1800,NA
Samoa,1802,1401,25.4,47300,1800,East Asia & Pacific
San Marino,1802,1406,NA,5492,1800,Europe & Central Asia
Sao Tome and Principe,1802,853,31,22731,1800,Sub-Saharan Africa
Saudi Arabia,1802,847,32.1,2091000,1800,Middle East & North Africa
Senegal,1802,497,25.2,1009886,1800,Sub-Saharan Africa
Serbia,1802,1358,35.5,2147197,1800,Europe & Central Asia
Serbia and Montenegro,1802,NA,NA,NA,1800,Europe & Central Asia
Serbia excluding Kosovo,1802,NA,NA,NA,1800,Europe & Central Asia
Seychelles,1802,798,37,12522,1800,Sub-Saharan Africa
Sierra Leone,1802,734,25.1,794264,1800,Sub-Saharan Africa
Singapore,1802,1022,29.1,30000,1800,East Asia & Pacific
Slovak Republic,1802,1427,36.4,2140651,1800,Europe & Central Asia
Slovenia,1802,1409,36.6,469664,1800,Europe & Central Asia
Solomon Islands,1802,363,25.1,56998,1800,East Asia & Pacific
Somalia,1802,695,29.4,991488,1800,Sub-Saharan Africa
Somaliland,1802,NA,NA,NA,1800,Sub-Saharan Africa
South Africa,1802,1480,33.5,1440820,1800,Sub-Saharan Africa
South Ossetia,1802,NA,NA,NA,1800,Europe & Central Asia
Spain,1802,1518,29.5,11549294,1800,Europe & Central Asia
Sri Lanka,1802,898,32.6,1213000,1800,South Asia
Sudan,1802,518,31.4,3994154,1800,Sub-Saharan Africa
Suriname,1802,1637,32.9,80721,1800,America
Svalbard,1802,NA,NA,NA,1800,Europe & Central Asia
Swaziland,1802,490,32.3,86000,1800,Sub-Saharan Africa
Sweden,1802,1467,40.2,2354189,1800,Europe & Central Asia
Switzerland,1802,2702,38,1826051,1800,Europe & Central Asia
Syria,1802,1081,31.1,1337000,1800,Middle East & North Africa
Taiwan,1802,996,28.3,NA,1800,East Asia & Pacific
Tajikistan,1802,557,24.235,466629,1800,Europe & Central Asia
Tanzania,1802,562,32.2,3019768,1800,Sub-Saharan Africa
Thailand,1802,932,30.4,4665000,1800,East Asia & Pacific
Timor-Leste,1802,523,28.949,137262,1800,East Asia & Pacific
Togo,1802,683,31.3,445985,1800,Sub-Saharan Africa
Tokelau,1802,NA,NA,1009,1800,East Asia & Pacific
Tonga,1802,663,28.2,18658,1800,East Asia & Pacific
Transnistria,1802,NA,NA,NA,1800,Europe & Central Asia
Trinidad and Tobago,1802,1231,32.9,60000,1800,America
Tunisia,1802,716,28.8,862029,1800,Middle East & North Africa
Turkey,1802,1222,35,9773456,1800,Europe & Central Asia
Turkmenistan,1802,945,24,367215,1800,Europe & Central Asia
Turks and Caicos Islands,1802,487,NA,3296,1800,America
Tuvalu,1802,719,NA,2499,1800,East Asia & Pacific
Uganda,1802,464,25.3,2101397,1800,Sub-Saharan Africa
Ukraine,1802,765,36.6,11215490,1800,Europe & Central Asia
United Arab Emirates,1802,1005,30.7,40153,1800,Middle East & North Africa
United Kingdom,1802,3450,38.6155999169498,12327466,1800,Europe & Central Asia
United States,1802,2203,39.41,6801854,1800,America
Uruguay,1802,1758,32.9,55000,1800,America
USSR,1802,NA,NA,NA,1800,Europe & Central Asia
Uzbekistan,1802,502,26.926,1919159,1800,Europe & Central Asia
Wallis et Futuna,1802,NA,NA,3721,1800,East Asia & Pacific
Vanuatu,1802,586,24.3,27791,1800,East Asia & Pacific
Venezuela,1802,682,32.2,718000,1800,America
West Bank and Gaza,1802,1221,32.1,165944,1800,Middle East & North Africa
West Germany,1802,NA,NA,NA,1800,Europe & Central Asia
Western Sahara,1802,NA,34.753,2788,1800,Middle East & North Africa
Vietnam,1802,861,32,6551000,1800,East Asia & Pacific
Virgin Islands (U.S.),1802,NA,33.403,40000,1800,America
North Yemen (former),1802,NA,NA,NA,1800,NA
South Yemen (former),1802,NA,NA,NA,1800,NA
Yemen,1802,882,23.387,2593000,1800,NA
Yugoslavia,1802,NA,NA,NA,1800,Europe & Central Asia
Zambia,1802,667,32.6,747000,1800,Sub-Saharan Africa
Zimbabwe,1802,871,33.7,1085814,1800,Sub-Saharan Africa
Åland,1802,NA,NA,NA,1800,Europe & Central Asia
South Sudan,1802,507,26.665,1027378,1800,Sub-Saharan Africa
Abkhazia,1803,NA,NA,NA,1800,Europe & Central Asia
Afghanistan,1803,603,28.18026,3280000,1800,South Asia
Akrotiri and Dhekelia,1803,NA,NA,NA,1800,Europe & Central Asia
Albania,1803,668,35.4,410445,1800,Europe & Central Asia
Algeria,1803,718,28.8224,2503218,1800,Middle East & North Africa
American Samoa,1803,NA,NA,8170,1800,East Asia & Pacific
Andorra,1803,1204,NA,2654,1800,Europe & Central Asia
Angola,1803,626,26.98,1567028,1800,Sub-Saharan Africa
Anguilla,1803,NA,NA,2025,1800,America
Antigua and Barbuda,1803,757,33.536,37000,1800,America
Argentina,1803,1508,33.2,534000,1800,America
Armenia,1803,514,33.995,413326,1800,Europe & Central Asia
Aruba,1803,833,34.419,19286,1800,America
Australia,1803,820,34.05,351014,1800,East Asia & Pacific
Austria,1803,1870,34.4,3205587,1800,Europe & Central Asia
Azerbaijan,1803,775,29.165,879960,1800,Europe & Central Asia
Bahamas,1803,1446,35.179,27350,1800,America
Bahrain,1803,1251,30.3,64474,1800,Middle East & North Africa
Bangladesh,1803,876,25.5,19227358,1800,South Asia
Barbados,1803,914,32.124,81729,1800,America
Belarus,1803,609,36.2,2355081,1800,Europe & Central Asia
Belgium,1803,2413,40.0241463414634,3138137,1800,Europe & Central Asia
Belize,1803,579,26.5,25526,1800,America
Benin,1803,597,31,636559,1800,Sub-Saharan Africa
Bermuda,1803,1228,NA,9692,1800,America
Bhutan,1803,630,28.799,89989,1800,South Asia
Bolivia,1803,854,33,1100000,1800,America
Bosnia and Herzegovina,1803,669,35.1,851806,1800,Europe & Central Asia
Botswana,1803,397,33.6,121000,1800,Sub-Saharan Africa
Brazil,1803,1109,31.99942,3639636,1800,America
British Virgin Islands,1803,NA,NA,6700,1800,America
Brunei,1803,1513,29.2,2128,1800,East Asia & Pacific
Bulgaria,1803,1089,35.932,1992320,1800,Europe & Central Asia
Burkina Faso,1803,480,29.2,1665421,1800,Sub-Saharan Africa
Burundi,1803,419,31.5,899097,1800,Sub-Saharan Africa
Cambodia,1803,904,35,2090000,1800,East Asia & Pacific
Cameroon,1803,626,28.75,1860054,1800,Sub-Saharan Africa
Canada,1803,1339,39.0044903225806,645526,1800,America
Cape Verde,1803,529,33.8,55716,1800,Sub-Saharan Africa
Cayman Islands,1803,1039,NA,2439,1800,America
Central African Republic,1803,424,30,479444,1800,NA
Chad,1803,418,30.9,1432000,1800,Sub-Saharan Africa
Channel Islands,1803,NA,NA,43908,1800,Europe & Central Asia
Chile,1803,1027,32,771447,1800,America
China,1803,985,32,321675013,1800,East Asia & Pacific
Christmas Island,1803,NA,NA,NA,1800,East Asia & Pacific
Cocos Island,1803,NA,NA,NA,1800,East Asia & Pacific
Colombia,1803,963,32,1206000,1800,America
Comoros,1803,698,32.1,56346,1800,Sub-Saharan Africa
"Congo, Dem. Rep.",1803,491,31.6,5163819,1800,Sub-Saharan Africa
"Congo, Rep.",1803,580,32.7,314465,1800,Sub-Saharan Africa
Cook Is,1803,NA,NA,16136,1800,NA
Costa Rica,1803,775,30.2147,51987,1800,America
Cote d'Ivoire,1803,822,31.156,1088530,1800,Sub-Saharan Africa
Croatia,1803,NA,36.1,1227886,1800,Europe & Central Asia
Cuba,1803,895,32.575,345043,1800,America
Cyprus,1803,854,38.5003789473684,184392,1800,Europe & Central Asia
Czech Republic,1803,1916,34.9544,5516349,1800,NA
