"","year","make","model","vclass","displ","tran","cyl","drive","fueltype","tcharger","scharger","guzzler","cty","hwy","cmb","pv","lv","make_orig","make_lower","make_lowerclean","country","z"
"23260",2007,"Mercedes-Benz","ML500 4matic","Sport Utility Vehicle - 4WD",5,"Automatic 7-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,13,17,14,107,41,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Sport Utility Vehicles"
"23261",2007,"Mercedes-Benz","ML63 AMG","Sport Utility Vehicle - 4WD",6.2,"Automatic (S7)","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,11,14,12,107,41,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Sport Utility Vehicles"
"23262",2007,"Mercedes-Benz","R350 4matic","Sport Utility Vehicle - 4WD",3.5,"Automatic 7-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,20,16,148,14,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Sport Utility Vehicles"
"23263",2007,"Mercedes-Benz","R500 4matic","Sport Utility Vehicle - 4WD",5,"Automatic 7-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,18,14,148,14,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Sport Utility Vehicles"
"23264",2007,"Mercedes-Benz","R63 AMG","Sport Utility Vehicle - 4WD",6.2,"Automatic (S7)","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,11,15,12,148,14,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Sport Utility Vehicles"
"23277",2007,"Mercedes-Benz","C230","Compact Cars",2.5,"Automatic 7-spd","6","Rear-Wheel Drive","Premium or E85",FALSE,FALSE,FALSE,17,23,19,89,12,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Compact Cars"
"23278",2007,"Mercedes-Benz","C230","Compact Cars",2.5,"Manual 6-spd","6","Rear-Wheel Drive","Premium or E85",FALSE,FALSE,FALSE,17,23,19,89,12,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Compact Cars"
"23283",2007,"Lincoln","Town Car","Large Cars",4.6,"Automatic 4-spd","8","Rear-Wheel Drive","Gasoline or E85",FALSE,FALSE,FALSE,15,23,18,109,21,"Lincoln","lincoln","lincoln","USA","Large Cars"
"23305",2006,"Mercedes-Benz","G500","Sport Utility Vehicle - 4WD",5,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,11,13,12,124,49,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Sport Utility Vehicles"
"23306",2006,"Mercedes-Benz","G55 AMG","Sport Utility Vehicle - 4WD",5.4,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,TRUE,FALSE,11,13,12,124,49,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Sport Utility Vehicles"
"23308",2007,"BMW","Z4 3.0i","Two Seaters",3,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,28,21,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"23309",2007,"BMW","Z4 3.0i","Two Seaters",3,"Automatic (S6)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,28,22,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"23310",2007,"BMW","Z4 3.0si","Two Seaters",3,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,28,21,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"23311",2007,"BMW","Z4 3.0si","Two Seaters",3,"Automatic (S6)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,28,22,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"23312",2007,"BMW","Z4 Coupe","Two Seaters",3,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,28,21,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"23313",2007,"BMW","Z4 Coupe","Two Seaters",3,"Automatic (S6)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,28,22,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"23314",2007,"BMW","Z4 M Coupe","Two Seaters",3.2,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,15,22,17,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"23315",2007,"BMW","Z4 M Roadster","Two Seaters",3.2,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,15,22,17,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"23332",2007,"Lexus","SC 430","Minicompact Cars",4.3,"Automatic (S6)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,75,9,"Lexus","lexus","lexus","Japan","Minicompact Cars"
"23336",2007,"BMW","328ci","Subcompact Cars",3,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,28,21,89,11,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23337",2007,"BMW","328ci","Subcompact Cars",3,"Automatic (S6)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,28,22,89,11,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23338",2007,"BMW","328cxi","Subcompact Cars",3,"Manual 6-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,26,20,89,11,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23339",2007,"BMW","328cxi","Subcompact Cars",3,"Automatic (S6)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,89,11,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23340",2007,"BMW","335ci","Subcompact Cars",3,"Manual 6-spd","6","Rear-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,26,20,89,11,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23341",2007,"BMW","335ci","Subcompact Cars",3,"Automatic (S6)","6","Rear-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,89,11,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23342",2007,"BMW","650ci","Subcompact Cars",4.8,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,15,22,18,81.5,13,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23343",2007,"BMW","650ci","Subcompact Cars",4.8,"Automatic (S6)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,81.5,13,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23344",2007,"BMW","650ci","Subcompact Cars",4.8,"Automatic (S6)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,81.5,13,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23345",2007,"BMW","650ci Convertible","Subcompact Cars",4.8,"Automatic (S6)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,81.5,12,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23346",2007,"BMW","M6","Subcompact Cars",5,"Automatic (S7)","10","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,82,13,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23347",2007,"BMW","M6 Convertible","Subcompact Cars",5,"Automatic (S7)","10","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,81.5,12,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23352",2007,"Infiniti","G35 Coupe","Subcompact Cars",3.5,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,23,20,87,8,"Infiniti","infiniti","infiniti","Japan","Subcompact Cars"
"23353",2007,"Infiniti","G35 Coupe","Subcompact Cars",3.5,"Automatic (S5)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,87,8,"Infiniti","infiniti","infiniti","Japan","Subcompact Cars"
"23354",2007,"Lexus","IS 250","Subcompact Cars",2.5,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,88,11,"Lexus","lexus","lexus","Japan","Subcompact Cars"
"23355",2007,"Lexus","IS 250","Subcompact Cars",2.5,"Automatic (S6)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,21,29,24,88,11,"Lexus","lexus","lexus","Japan","Subcompact Cars"
"23356",2007,"Lexus","IS 250 AWD","Subcompact Cars",2.5,"Automatic (S6)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,20,26,22,88,11,"Lexus","lexus","lexus","Japan","Subcompact Cars"
"23357",2007,"Lexus","IS 350","Subcompact Cars",3.5,"Automatic (S6)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,19,25,21,88,11,"Lexus","lexus","lexus","Japan","Subcompact Cars"
"23363",2007,"Acura","TSX","Compact Cars",2.4,"Manual 6-spd","4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,19,28,22,91,13,"Acura","acura","acura","Japan","Compact Cars"
"23364",2007,"Acura","TSX","Compact Cars",2.4,"Automatic (S5)","4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,20,28,23,91,13,"Acura","acura","acura","Japan","Compact Cars"
"23365",2007,"BMW","328i","Compact Cars",3,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,28,21,93,12,"BMW","bmw","bmw","Germany","Compact Cars"
"23366",2007,"BMW","328i","Compact Cars",3,"Automatic (S6)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,28,22,93,12,"BMW","bmw","bmw","Germany","Compact Cars"
"23367",2007,"BMW","328xi","Compact Cars",3,"Manual 6-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,26,20,93,12,"BMW","bmw","bmw","Germany","Compact Cars"
"23368",2007,"BMW","328xi","Compact Cars",3,"Automatic (S6)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,93,12,"BMW","bmw","bmw","Germany","Compact Cars"
"23369",2007,"BMW","335i","Compact Cars",3,"Manual 6-spd","6","Rear-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,26,20,93,12,"BMW","bmw","bmw","Germany","Compact Cars"
"23370",2007,"BMW","335i","Compact Cars",3,"Automatic (S6)","6","Rear-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,93,12,"BMW","bmw","bmw","Germany","Compact Cars"
"23383",2007,"Mercedes-Benz","CL550","Compact Cars",5.5,"Automatic 7-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,21,16,91,14,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Compact Cars"
"23396",2007,"Acura","RL","Midsize Cars",3.5,"Automatic (S5)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,99,13,"Acura","acura","acura","Japan","Midsize Cars"
"23397",2007,"Acura","TL","Midsize Cars",3.2,"Automatic (S5)","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,98,12,"Acura","acura","acura","Japan","Midsize Cars"
"23398",2007,"Acura","TL","Midsize Cars",3.5,"Manual 6-spd","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,27,21,98,12,"Acura","acura","acura","Japan","Midsize Cars"
"23399",2007,"Acura","TL","Midsize Cars",3.5,"Automatic (S5)","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,26,20,98,12,"Acura","acura","acura","Japan","Midsize Cars"
"23400",2007,"Audi","S6","Midsize Cars",5.2,"Automatic (S6)","10","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,19,16,98,16,"Audi","audi","audi","Germany","Midsize Cars"
"23401",2007,"Audi","S8","Midsize Cars",5.2,"Automatic (S6)","10","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,100,15,"Audi","audi","audi","Germany","Midsize Cars"
"23403",2007,"BMW","M5","Midsize Cars",5,"Manual 6-spd","10","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,99,14,"BMW","bmw","bmw","Germany","Midsize Cars"
"23404",2007,"BMW","M5","Midsize Cars",5,"Automatic (S7)","10","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,99,14,"BMW","bmw","bmw","Germany","Midsize Cars"
"23405",2007,"Cadillac","STS","Midsize Cars",4.6,"Automatic (S6)","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,21,16,NA,NA,"Cadillac","cadillac","cadillac","USA","Midsize Cars"
"23420",2007,"Infiniti","G35","Midsize Cars",3.5,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,99,14,"Infiniti","infiniti","infiniti","Japan","Midsize Cars"
"23421",2007,"Infiniti","G35","Midsize Cars",3.5,"Automatic (S5)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,20,99,14,"Infiniti","infiniti","infiniti","Japan","Midsize Cars"
"23422",2007,"Infiniti","G35x","Midsize Cars",3.5,"Automatic (S5)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,23,19,99,14,"Infiniti","infiniti","infiniti","Japan","Midsize Cars"
"23426",2007,"Lexus","GS 350","Midsize Cars",3.5,"Automatic (S6)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,19,26,22,98,13,"Lexus","lexus","lexus","Japan","Midsize Cars"
"23427",2007,"Lexus","GS 350 AWD","Midsize Cars",3.5,"Automatic (S6)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,25,20,98,13,"Lexus","lexus","lexus","Japan","Midsize Cars"
"23428",2007,"Lexus","GS 430","Midsize Cars",4.3,"Automatic (S6)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,98,13,"Lexus","lexus","lexus","Japan","Midsize Cars"
"23429",2007,"Lexus","LS 460","Midsize Cars",4.6,"Automatic (S8)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,103,13,"Lexus","lexus","lexus","Japan","Midsize Cars"
"23430",2007,"Lexus","LS 460 L","Midsize Cars",4.6,"Automatic (S8)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,103,11,"Lexus","lexus","lexus","Japan","Midsize Cars"
"23435",2007,"Lincoln","MKZ AWD","Midsize Cars",3.5,"Automatic 6-spd","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,24,19,99,16,"Lincoln","lincoln","lincoln","USA","Midsize Cars"
"23436",2007,"Lincoln","MKZ FWD","Midsize Cars",3.5,"Automatic 6-spd","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,25,20,99,16,"Lincoln","lincoln","lincoln","USA","Midsize Cars"
"23446",2007,"Audi","A8 L","Large Cars",6,"Automatic (S6)","12","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,107,15,"Audi","audi","audi","Germany","Large Cars"
"23463",2007,"Audi","A3 quattro","Small Station Wagons",3.2,"Automatic (S6)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,25,21,89,20,"Audi","audi","audi","Germany","Small Station Wagons"
"23464",2007,"BMW","328i Sport Wagon","Small Station Wagons",3,"Automatic (S6)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,27,21,93,25,"BMW","bmw","bmw","Germany","Small Station Wagons"
"23465",2007,"BMW","328xi Sport Wagon","Small Station Wagons",3,"Manual 6-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,26,20,93,25,"BMW","bmw","bmw","Germany","Small Station Wagons"
"23466",2007,"BMW","328xi Sport Wagon","Small Station Wagons",3,"Automatic (S6)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,93,25,"BMW","bmw","bmw","Germany","Small Station Wagons"
"23497",2007,"Lincoln","Mark LT","Standard Pickup Trucks 2WD",5.4,"Automatic 4-spd","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,16,14,NA,NA,"Lincoln","lincoln","lincoln","USA","Standard Pickup Trucks"
"23529",2007,"Lincoln","Mark LT","Standard Pickup Trucks 4WD",5.4,"Automatic 4-spd","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,16,14,NA,NA,"Lincoln","lincoln","lincoln","USA","Standard Pickup Trucks"
"23548",2007,"Cadillac","Escalade 2WD","Sport Utility Vehicle - 2WD",6.2,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,19,14,NA,NA,"Cadillac","cadillac","cadillac","USA","Sport Utility Vehicles"
"23549",2007,"Cadillac","SRX 2WD","Sport Utility Vehicle - 2WD",3.6,"Automatic (S5)","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,22,17,NA,NA,"Cadillac","cadillac","cadillac","USA","Sport Utility Vehicles"
"23550",2007,"Cadillac","SRX 2WD","Sport Utility Vehicle - 2WD",4.6,"Automatic (S6)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,13,20,16,NA,NA,"Cadillac","cadillac","cadillac","USA","Sport Utility Vehicles"
"23581",2007,"Infiniti","FX35 RWD","Sport Utility Vehicle - 2WD",3.5,"Automatic (S5)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,NA,NA,"Infiniti","infiniti","infiniti","Japan","Sport Utility Vehicles"
"23582",2007,"Infiniti","QX56 2WD","Sport Utility Vehicle - 2WD",5.6,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,17,14,NA,NA,"Infiniti","infiniti","infiniti","Japan","Sport Utility Vehicles"
"23596",2007,"Lexus","RX 400h 2WD","Sport Utility Vehicle - 2WD",3.3,"Automatic (variable gear ratios)","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,28,25,26,NA,NA,"Lexus","lexus","lexus","Japan","Sport Utility Vehicles"
"23597",2007,"Lincoln","Navigator 2WD","Sport Utility Vehicle - 2WD",5.4,"Automatic 6-spd","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,17,14,NA,NA,"Lincoln","lincoln","lincoln","USA","Sport Utility Vehicles"
"23616",2007,"Acura","MDX 4WD","Sport Utility Vehicle - 4WD",3.7,"Automatic (S5)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,20,17,NA,NA,"Acura","acura","acura","Japan","Sport Utility Vehicles"
"23617",2007,"Acura","RDX 4WD","Sport Utility Vehicle - 4WD",2.3,"Automatic (S5)","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,22,19,NA,NA,"Acura","acura","acura","Japan","Sport Utility Vehicles"
"23618",2007,"BMW","X3 3.0i","Sport Utility Vehicle - 4WD",3,"Manual 6-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,NA,NA,"BMW","bmw","bmw","Germany","Sport Utility Vehicles"
"23619",2007,"BMW","X3 3.0i","Sport Utility Vehicle - 4WD",3,"Automatic (S6)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,20,NA,NA,"BMW","bmw","bmw","Germany","Sport Utility Vehicles"
"23620",2007,"BMW","X3 3.0si","Sport Utility Vehicle - 4WD",3,"Manual 6-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,NA,NA,"BMW","bmw","bmw","Germany","Sport Utility Vehicles"
"23621",2007,"BMW","X3 3.0si","Sport Utility Vehicle - 4WD",3,"Automatic (S6)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,20,NA,NA,"BMW","bmw","bmw","Germany","Sport Utility Vehicles"
"23622",2007,"Cadillac","SRX AWD","Sport Utility Vehicle - 4WD",3.6,"Automatic (S5)","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,21,17,NA,NA,"Cadillac","cadillac","cadillac","USA","Sport Utility Vehicles"
"23623",2007,"Cadillac","SRX AWD","Sport Utility Vehicle - 4WD",4.6,"Automatic (S6)","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,13,20,16,NA,NA,"Cadillac","cadillac","cadillac","USA","Sport Utility Vehicles"
"23642",2007,"Infiniti","FX35 AWD","Sport Utility Vehicle - 4WD",3.5,"Automatic (S5)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,20,17,NA,NA,"Infiniti","infiniti","infiniti","Japan","Sport Utility Vehicles"
"23643",2007,"Infiniti","FX45 AWD","Sport Utility Vehicle - 4WD",4.5,"Automatic (S5)","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,13,17,15,NA,NA,"Infiniti","infiniti","infiniti","Japan","Sport Utility Vehicles"
"23644",2007,"Infiniti","QX56 4WD","Sport Utility Vehicle - 4WD",5.6,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,17,14,NA,NA,"Infiniti","infiniti","infiniti","Japan","Sport Utility Vehicles"
"23663",2007,"Lexus","GX 470","Sport Utility Vehicle - 4WD",4.7,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,18,15,NA,NA,"Lexus","lexus","lexus","Japan","Sport Utility Vehicles"
"23664",2007,"Lexus","LX 470","Sport Utility Vehicle - 4WD",4.7,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,15,13,NA,NA,"Lexus","lexus","lexus","Japan","Sport Utility Vehicles"
"23665",2007,"Lexus","RX 400h 4WD","Sport Utility Vehicle - 4WD",3.3,"Automatic (variable gear ratios)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,27,25,26,NA,NA,"Lexus","lexus","lexus","Japan","Sport Utility Vehicles"
"23708",2007,"Jaguar","XKR","Minicompact Cars",4.2,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,15,23,18,74,11,"Jaguar","jaguar","jaguar","Britain","Minicompact Cars"
"23709",2007,"Jaguar","XKR Convertible","Minicompact Cars",4.2,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,15,23,18,74,10,"Jaguar","jaguar","jaguar","Britain","Minicompact Cars"
"23710",2007,"BMW","650ci Convertible","Subcompact Cars",4.8,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,21,16,81.5,12,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23711",2007,"BMW","650ci Convertible","Subcompact Cars",4.8,"Automatic (S6)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,81.5,12,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23721",2007,"BMW Alpina","B7","Large Cars",4.4,"Automatic (S6)","8","Rear-Wheel Drive","Premium",FALSE,TRUE,TRUE,14,21,16,104,18,"BMW Alpina","bmw alpina","bmw","Germany","Large Cars"
"23722",2007,"BMW","750i","Large Cars",4.8,"Automatic (S6)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,104,18,"BMW","bmw","bmw","Germany","Large Cars"
"23723",2007,"BMW","750li","Large Cars",4.8,"Automatic (S6)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,105,18,"BMW","bmw","bmw","Germany","Large Cars"
"23724",2007,"BMW","760li","Large Cars",6,"Automatic (S6)","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,15,105,18,"BMW","bmw","bmw","Germany","Large Cars"
"23746",2007,"BMW","X5 3.0si","Sport Utility Vehicle - 4WD",3,"Automatic (S6)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,18,NA,NA,"BMW","bmw","bmw","Germany","Sport Utility Vehicles"
"23747",2007,"BMW","X5 4.8i","Sport Utility Vehicle - 4WD",4.8,"Automatic (S6)","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,19,16,NA,NA,"BMW","bmw","bmw","Germany","Sport Utility Vehicles"
"23758",2007,"Mercedes-Benz","ML320 CDI 4matic","Sport Utility Vehicle - 4WD",3,"Automatic 7-spd","6","4-Wheel or All-Wheel Drive","Diesel",TRUE,FALSE,FALSE,19,24,21,107,41,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Sport Utility Vehicles"
"23759",2007,"Mercedes-Benz","R320 CDI 4matic","Sport Utility Vehicle - 4WD",3,"Automatic 7-spd","6","4-Wheel or All-Wheel Drive","Diesel",TRUE,FALSE,FALSE,19,26,21,148,14,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Sport Utility Vehicles"
"23773",2007,"Mercedes-Benz","CL600","Compact Cars",5.5,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,12,18,14,91,14,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Compact Cars"
"23774",2007,"Mercedes-Benz","E320 Bluetec","Midsize Cars",3,"Automatic 7-spd","6","Rear-Wheel Drive","Diesel",TRUE,FALSE,FALSE,23,32,26,97,14,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Midsize Cars"
"23789",2007,"Mercedes-Benz","GL320 CDI 4matic","Sport Utility Vehicle - 4WD",3,"Automatic 7-spd","6","4-Wheel or All-Wheel Drive","Diesel",TRUE,FALSE,FALSE,18,23,20,143,16,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Sport Utility Vehicles"
"23791",2007,"Lincoln","MKX FWD","Sport Utility Vehicle - 2WD",3.5,"Automatic 6-spd","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,23,19,NA,NA,"Lincoln","lincoln","lincoln","USA","Sport Utility Vehicles"
"23792",2007,"Lincoln","MKX AWD","Sport Utility Vehicle - 4WD",3.5,"Automatic 6-spd","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,22,18,NA,NA,"Lincoln","lincoln","lincoln","USA","Sport Utility Vehicles"
"23795",2007,"Mercedes-Benz","SLR","Two Seaters",5.4,"Automatic (S5)","8","Rear-Wheel Drive","Premium",FALSE,TRUE,TRUE,11,16,13,48,10,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Two Seaters"
"23800",2007,"BMW","328ci Convertible","Subcompact Cars",3,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,27,21,84,9,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23801",2007,"BMW","328ci Convertible","Subcompact Cars",3,"Automatic (S6)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,27,21,84,9,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23802",2007,"BMW","335ci Convertible","Subcompact Cars",3,"Manual 6-spd","6","Rear-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,26,20,84,9,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23803",2007,"BMW","335ci Convertible","Subcompact Cars",3,"Automatic (S6)","6","Rear-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,84,9,"BMW","bmw","bmw","Germany","Subcompact Cars"
"23807",2007,"BMW","328i Sport Wagon","Small Station Wagons",3,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,27,21,93,25,"BMW","bmw","bmw","Germany","Small Station Wagons"
